55	13
56	13
54	15
60	14
56	13
55	13
56	13
54	15
60	14
56	13
55	13
56	13
58	14
58	14
58	14
59	14
59	14
59	14
58	14
58	14
57	14
58	14
57	14
58	14
57	14
55	13
58	14
58	14
57	14
58	14
58	14
57	14
57	14
59	14
58	14
59	14
58	14
58	14
57	14
57	14
57	14
57	14
56	13
57	14
56	13
53	13
52	12
54	13
54	13
53	13
55	13
58	14
58	14
59	14
58	14
58	14
58	14
58	14
58	14
58	14
58	14
58	14
59	14
58	14
58	14
59	14
57	14
57	14
57	14
58	14
56	13
56	13
55	13
56	13
57	14
58	14
55	13
54	13
54	13
55	13
55	13
57	14
56	13
59	14
58	14
57	14
58	14
58	14
57	14
59	14
58	14
58	14
58	14
59	14
57	14
59	14
57	14
59	14
58	14
59	14
58	14
59	14
58	14
57	14
58	14
58	14
57	14
59	14
58	14
58	14
58	14
58	14
57	14
59	14
58	14
57	14
57	14
57	14
57	14
59	14
57	14
58	14
58	14
58	14
57	14
59	14
59	14
57	14
58	14
59	14
58	14
59	14
57	14
58	14
58	14
58	14
57	14
59	14
58	14
59	14
58	14
58	14
58	14
59	14
57	14
58	14
57	14
58	14
91	22
247	61
505	125
636	158
636	158
637	158
637	158
637	158
638	159
636	158
636	158
637	158
638	159
637	158
638	159
638	159
637	158
608	151
638	159
634	158
585	145
589	146
567	141
536	133
521	129
604	150
513	127
534	133
524	130
462	115
505	125
539	134
532	132
548	136
529	131
582	145
614	153
573	142
505	125
541	134
553	137
592	147
542	135
476	118
522	130
614	153
604	150
638	159
615	153
582	145
607	151
619	154
637	158
581	144
551	137
531	132
555	138
494	123
452	112
534	133
497	123
613	152
638	159
599	149
566	141
529	131
461	114
537	133
536	133
567	141
466	116
453	112
319	79
296	73
228	56
190	47
158	39
135	33
113	28
96	23
83	20
74	18
70	17
65	16
63	15
63	15
61	15
57	14
56	13
55	13
53	13
53	13
54	13
52	12
54	13
58	14
60	14
62	15
64	15
64	15
70	17
74	18
78	19
81	20
87	21
92	22
91	22
91	22
90	22
92	22
93	23
92	22
90	22
91	22
94	23
92	22
91	22
89	22
89	22
87	21
82	20
79	19
76	18
73	18
71	17
68	16
65	16
60	14
58	14
58	14
55	13
51	12
53	13
52	12
55	13
56	13
60	14
61	15
58	14
58	14
59	14
56	13
55	13
54	13
54	13
55	13
56	13
58	14
61	15
59	14
59	14
56	13
54	13
52	12
54	13
55	13
56	13
57	14
57	14
58	14
58	14
57	14
57	14
59	14
58	14
58	14
58	14
58	14
58	14
57	14
58	14
58	14
58	14
58	14
58	14
59	14
58	14
57	14
58	14
59	14
57	14
59	14
56	13
56	13
55	13
54	13
53	13
52	12
50	12
59	14
149	37
243	60
304	75
342	85
358	89
361	89
355	88
344	85
326	81
309	77
290	72
285	71
314	78
410	102
464	115
524	130
491	122
620	154
603	150
577	143
612	152
573	142
629	156
592	147
581	144
573	142
559	139
599	149
632	157
623	155
553	137
554	138
586	146
613	152
547	136
522	130
459	114
515	128
610	152
568	141
568	141
594	148
575	143
567	141
583	145
578	144
499	124
618	154
574	143
579	144
588	146
610	152
547	136
468	116
520	129
484	120
505	125
433	107
477	118
492	122
459	114
548	136
516	128
528	131
475	118
460	114
453	112
408	101
522	130
489	121
439	109
367	91
349	86
486	121
385	95
528	131
506	126
457	113
397	98
419	104
474	118
596	148
437	108
390	97
434	108
356	88
354	88
394	98
359	89
318	79
339	84
348	86
311	77
370	92
340	84
399	99
298	74
220	54
169	42
136	33
112	27
95	23
87	21
77	19
71	17
67	16
64	15
63	15
61	15
59	14
57	14
56	13
54	13
54	13
50	12
53	13
53	13
51	12
51	12
54	13
54	13
53	13
51	12
53	13
51	12
53	13
52	12
54	13
53	13
55	13
57	14
58	14
55	13
55	13
53	13
54	13
52	12
55	13
58	14
58	14
57	14
58	14
60	14
61	15
62	15
63	15
64	15
64	15
64	15
64	15
60	14
59	14
57	14
54	13
53	13
54	13
51	12
51	12
51	12
51	12
51	12
52	12
50	12
51	12
50	12
49	12
51	12
52	12
50	12
51	12
51	12
55	13
55	13
55	13
54	13
56	13
55	13
54	13
55	13
57	14
57	14
56	13
57	14
56	13
56	13
57	14
55	13
55	13
55	13
54	13
55	13
55	13
55	13
57	14
57	14
57	14
57	14
55	13
55	13
53	13
53	13
51	12
52	12
54	13
52	12
54	13
55	13
56	13
57	14
57	14
57	14
57	14
57	14
58	14
57	14
56	13
54	13
55	13
67	16
77	19
91	22
131	32
164	40
278	69
298	74
360	89
459	114
450	112
523	130
631	157
637	158
638	159
623	155
561	139
540	134
451	112
510	127
567	141
638	159
628	156
583	145
492	122
524	130
635	158
590	147
540	134
596	148
637	158
597	148
578	144
472	117
519	129
458	114
546	136
483	120
466	116
412	102
418	104
403	100
458	114
416	103
423	105
483	120
482	120
468	116
556	138
447	111
452	112
454	113
622	155
513	127
456	113
409	101
407	101
431	107
378	94
312	77
297	74
339	84
340	84
329	82
273	68
288	71
293	73
259	64
213	53
214	53
247	61
209	52
246	61
302	75
338	84
314	78
326	81
312	77
319	79
274	68
255	63
244	60
235	58
240	59
291	72
266	66
271	67
239	59
209	52
202	50
196	48
218	54
321	80
250	62
258	64
224	55
222	55
202	50
229	57
215	53
191	47
241	60
196	48
218	54
177	44
167	41
148	36
130	32
109	27
95	23
89	22
79	19
71	17
65	16
63	15
61	15
61	15
60	14
58	14
58	14
58	14
59	14
60	14
58	14
58	14
57	14
59	14
59	14
58	14
60	14
62	15
61	15
59	14
56	13
57	14
56	13
56	13
55	13
55	13
55	13
58	14
56	13
57	14
58	14
56	13
57	14
56	13
58	14
58	14
58	14
58	14
58	14
58	14
58	14
58	14
57	14
56	13
57	14
57	14
58	14
57	14
58	14
59	14
56	13
56	13
57	14
57	14
57	14
57	14
57	14
60	14
57	14
58	14
56	13
53	13
53	13
55	13
54	13
54	13
55	13
56	13
55	13
58	14
56	13
58	14
57	14
57	14
57	14
57	14
57	14
57	14
56	13
55	13
56	13
55	13
56	13
56	13
56	13
57	14
56	13
56	13
54	13
56	13
56	13
57	14
56	13
55	13
55	13
55	13
55	13
53	13
53	13
56	13
54	13
54	13
53	13
54	13
55	13
56	13
54	13
55	13
54	13
57	14
56	13
58	14
57	14
58	14
58	14
58	14
57	14
58	14
58	14
58	14
57	14
59	14
58	14
58	14
57	14
58	14
57	14
58	14
59	14
59	14
58	14
59	14
72	17
79	19
136	33
180	44
290	72
337	84
443	110
440	109
448	111
499	124
470	117
519	129
543	135
586	146
588	146
602	150
606	151
509	126
565	140
515	128
516	128
457	113
461	114
451	112
412	102
404	100
427	106
381	94
350	87
329	82
332	82
358	89
344	85
395	98
427	106
439	109
340	84
368	91
345	85
337	84
295	73
289	72
267	66
403	100
332	82
303	75
302	75
278	69
314	78
296	73
276	68
249	62
268	66
293	73
339	84
357	88
403	100
358	89
401	99
346	86
258	64
197	49
154	38
129	32
113	28
109	27
95	23
86	21
76	18
71	17
66	16
63	15
61	15
63	15
60	14
65	16
69	17
77	19
75	18
77	19
77	19
75	18
71	17
68	16
67	16
66	16
62	15
60	14
58	14
55	13
56	13
55	13
53	13
53	13
53	13
54	13
54	13
54	13
53	13
52	12
52	12
53	13
51	12
54	13
54	13
54	13
54	13
53	13
54	13
54	13
55	13
56	13
53	13
54	13
54	13
56	13
55	13
56	13
55	13
56	13
55	13
55	13
54	13
53	13
52	12
51	12
50	12
51	12
51	12
51	12
51	12
53	13
55	13
54	13
55	13
57	14
58	14
58	14
58	14
58	14
58	14
58	14
60	14
57	14
57	14
58	14
58	14
59	14
58	14
58	14
58	14
58	14
58	14
59	14
58	14
58	14
59	14
59	14
59	14
58	14
59	14
59	14
59	14
58	14
57	14
59	14
58	14
57	14
57	14
64	15
84	20
125	31
198	49
284	70
449	111
433	107
421	104
451	112
479	119
519	129
535	133
546	136
535	133
508	126
530	132
477	118
429	106
486	121
456	113
418	104
419	104
430	107
365	90
363	90
385	95
360	89
408	101
336	83
313	78
335	83
318	79
380	94
392	97
341	85
332	82
335	83
289	72
277	69
321	80
353	87
354	88
369	91
399	99
317	79
306	76
274	68
242	60
253	63
239	59
271	67
256	63
260	64
269	67
297	74
256	63
276	68
263	65
266	66
253	63
235	58
301	75
307	76
345	85
448	111
368	91
355	88
373	92
410	102
344	85
364	90
337	84
365	90
361	89
341	85
338	84
349	86
395	98
328	81
394	98
348	86
360	89
267	66
206	51
174	43
156	38
141	35
118	29
102	25
88	21
79	19
73	18
68	16
63	15
64	15
65	16
68	16
68	16
71	17
72	17
75	18
75	18
72	17
74	18
71	17
73	18
74	18
74	18
74	18
75	18
71	17
70	17
69	17
65	16
63	15
62	15
57	14
56	13
54	13
54	13
54	13
55	13
54	13
55	13
54	13
53	13
53	13
50	12
50	12
50	12
51	12
52	12
54	13
54	13
55	13
56	13
57	14
57	14
55	13
54	13
53	13
52	12
51	12
51	12
52	12
52	12
51	12
53	13
53	13
55	13
57	14
56	13
57	14
58	14
58	14
57	14
59	14
58	14
57	14
58	14
58	14
58	14
59	14
59	14
58	14
57	14
57	14
57	14
57	14
56	13
58	14
57	14
57	14
55	13
57	14
55	13
55	13
56	13
55	13
55	13
56	13
54	13
56	13
57	14
57	14
57	14
57	14
56	13
57	14
57	14
57	14
57	14
59	14
58	14
58	14
57	14
58	14
60	14
59	14
78	19
105	26
187	46
312	77
383	95
555	138
555	138
559	139
637	158
617	153
541	134
565	140
489	121
503	125
434	108
542	135
437	108
556	138
475	118
517	128
432	107
442	110
369	91
392	97
388	96
331	82
382	95
469	116
388	96
387	96
319	79
326	81
399	99
411	102
361	89
329	82
355	88
370	92
403	100
332	82
390	97
363	90
396	98
311	77
324	80
311	77
279	69
279	69
259	64
259	64
229	57
261	65
232	57
249	62
194	48
242	60
229	57
251	62
233	58
235	58
208	51
220	54
228	56
232	57
224	55
199	49
180	44
200	49
174	43
173	43
179	44
223	55
207	51
179	44
279	69
270	67
275	68
259	64
253	63
210	52
292	72
339	84
302	75
263	65
276	68
251	62
266	66
258	64
255	63
223	55
173	43
137	34
113	28
99	24
92	22
84	20
78	19
74	18
69	17
65	16
64	15
59	14
58	14
63	15
68	16
76	18
83	20
85	21
91	22
91	22
89	22
87	21
82	20
79	19
79	19
78	19
77	19
78	19
75	18
73	18
71	17
68	16
68	16
65	16
61	15
59	14
56	13
55	13
